Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
IIOE-162KK,MUNZ_027,1,Gravity,-4.07,40.49,940,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,684,0,0,1,0,32,2,1,1,0,0,0,57,4,0,16,6,4,0,25,24,0,0,202,63,18,7,2,55,4,0,2,0,33,0,0,122,0,0,0,0,0
IIOE-165SK,MUNZ_028,1,Gravity,-4.7,41.38,2354,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,579,0,0,0,0,15,1,0,5,0,0,0,37,1,0,15,6,5,0,46,12,0,0,162,51,19,1,0,31,6,0,0,0,12,0,0,152,0,0,0,0,0
IIOE-167BG,MUNZ_029,1,Gravity,-5.02,42.15,3368,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,502,0,0,1,0,36,6,0,14,0,0,0,75,1,0,38,10,3,0,47,3,0,0,76,63,0,3,2,12,5,0,0,0,6,2,0,99,0,0,0,0,0
IIOE-169SK,MUNZ_030,1,Gravity,-3.57,53.53,3620,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,439,0,0,0,0,26,0,0,4,0,0,0,48,1,0,27,7,8,0,31,3,0,0,111,57,3,1,1,7,3,0,0,0,3,2,0,96,0,0,0,0,0
IIOE-179,MUNZ_031,1,Gravity,2.23,57.8,4231,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,466,0,0,8,3,121,0,0,40,0,0,0,57,50,1,45,7,6,0,17,3,0,0,32,50,0,1,3,16,3,0,0,0,0,3,0,0,0,0,0,0,0
IIOE-182SK,MUNZ_032,1,Gravity,8.77,73.68,2234,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,416,0,0,0,2,39,5,0,0,0,0,0,62,0,0,7,5,11,0,36,9,2,0,78,49,4,2,1,11,22,0,0,0,7,1,0,64,0,0,0,0,0
IIOE-188,MUNZ_033,1,Gravity,9.6,75.42,988,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,525,0,0,0,6,25,1,0,0,0,0,0,37,0,0,4,1,12,0,251,9,0,0,69,26,8,1,1,14,7,0,0,0,16,0,0,36,0,0,0,0,0
IIOE-195,MUNZ_034,1,Gravity,14.42,73.23,233,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,489,0,0,0,5,19,0,0,0,0,0,0,29,0,0,2,1,2,0,73,10,0,0,144,35,38,0,0,15,2,0,0,0,21,0,0,93,0,0,0,1,0
IIOE-196,MUNZ_035,1,Gravity,14.42,72.9,973,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,316,0,0,0,0,15,0,0,0,0,0,0,29,0,0,7,2,1,0,47,7,0,0,63,22,18,1,0,14,1,0,0,0,0,0,0,90,0,0,0,0,0
IIOE-196A,MUNZ_036,1,Gravity,14.38,72.83,340,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,391,0,0,2,0,28,0,0,0,0,0,0,44,0,0,13,2,3,0,42,13,0,0,56,38,3,4,0,17,3,0,0,0,9,0,0,115,0,0,0,0,0
IIOE-197,MUNZ_037,1,Gravity,14.31,72.58,1735,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,363,0,0,0,1,42,0,0,0,0,0,0,16,0,0,6,1,7,0,50,3,0,0,73,12,5,1,0,10,2,0,3,0,0,0,0,132,0,0,0,0,0
IIOE-198,MUNZ_038,1,Gravity,14.23,72.32,2049,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,355,0,0,0,0,202,0,0,1,0,0,0,14,0,0,14,1,2,0,19,4,0,0,12,13,0,1,1,2,1,0,0,0,0,0,0,71,0,0,0,0,0
IIOE-199,MUNZ_039,1,Gravity,14.07,71.98,1999,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,257,0,0,0,0,96,0,0,0,0,0,0,38,0,0,10,1,5,0,19,3,0,0,15,10,0,0,3,10,2,0,0,0,1,0,0,44,0,0,0,0,0
IIOE-200,MUNZ_040,1,Gravity,13.88,71.62,1740,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,408,0,0,0,0,35,0,0,0,0,0,0,38,0,0,16,1,11,0,41,6,0,0,64,51,6,1,6,23,4,0,0,0,2,0,0,103,0,0,0,0,0
IIOE-209,MUNZ_041,1,Gravity,17.38,70.58,2620,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,401,0,0,0,0,13,0,0,1,0,0,0,10,0,0,11,1,0,0,24,46,0,0,111,25,26,2,2,18,5,0,0,0,19,0,0,87,0,0,0,0,0
IIOE-211,MUNZ_042,1,Gravity,17.72,71.07,119,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,274,0,0,0,0,16,0,0,0,0,0,0,12,0,0,6,2,0,0,18,23,0,0,86,31,18,2,0,8,0,0,0,0,14,1,0,36,0,0,0,0,0
IIOE-213,MUNZ_043,1,Gravity,19.6,71.07,75,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,284,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,42,31,0,0,120,11,19,1,0,3,0,0,0,0,10,0,0,37,0,0,0,0,0
IIOE-219,MUNZ_044,1,Gravity,18.72,70.15,860,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,651,0,0,0,0,17,0,0,0,0,0,0,21,0,0,9,4,0,0,32,95,0,0,191,29,24,2,1,23,2,0,0,0,37,0,0,164,0,0,0,0,0
IIOE-221,MUNZ_045,1,Gravity,18.36,69.66,2793,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,366,0,0,0,0,17,0,0,0,0,0,0,17,0,0,15,0,0,0,20,12,0,0,72,30,7,2,0,16,3,0,0,0,13,0,0,141,0,0,0,0,0
IIOE-222,MUNZ_046,1,Gravity,19.63,66.42,2793,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,205,0,0,0,0,46,0,0,0,0,0,0,28,1,0,24,0,0,0,13,6,0,0,7,11,2,0,2,7,0,0,0,0,0,1,11,45,0,0,0,0,0
IIOE-223,MUNZ_047,1,Gravity,20.03,66.85,2686,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,373,0,0,0,0,14,0,0,1,0,0,0,23,0,0,18,2,1,0,26,29,0,0,81,57,4,5,0,13,8,0,0,0,10,0,0,81,0,0,0,0,0
IIOE-224,MUNZ_048,1,Gravity,20.33,67.15,2989,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,428,0,0,0,0,7,0,0,0,0,0,0,14,0,0,11,5,0,0,39,65,0,0,73,11,14,1,0,5,0,0,0,0,16,0,0,168,0,0,0,0,0
IIOE-226,MUNZ_049,1,Gravity,21.22,67.75,1220,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,389,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,1,0,0,31,77,0,0,91,30,27,1,0,9,0,0,0,0,14,0,0,89,0,0,0,0,0
IIOE-227,MUNZ_050,1,Gravity,21.58,67.83,1061,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,442,0,0,0,0,4,0,0,0,0,0,0,9,0,0,6,0,0,0,36,66,0,0,107,20,20,3,2,19,0,0,0,0,44,0,0,106,0,0,0,0,0
IIOE-232SK,MUNZ_051,1,Gravity,21.78,64.6,3098,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,422,0,0,0,0,16,0,0,3,0,0,0,43,0,0,16,1,2,0,44,25,0,0,95,38,15,1,1,6,28,0,0,0,1,0,0,87,0,0,0,0,0
IIOE-233BG,MUNZ_052,1,Gravity,22.12,64.87,2497,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,305,0,0,0,0,50,0,0,1,0,0,0,42,0,0,18,1,0,0,28,23,0,0,21,16,6,0,1,14,4,0,0,0,4,1,0,76,0,0,0,0,0
IIOE-235BG,MUNZ_053,1,Gravity,23.07,65.58,1930,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,567,0,0,0,2,16,0,0,3,0,0,0,22,0,0,12,0,0,0,94,79,0,0,115,14,15,7,1,4,4,0,0,0,17,0,0,161,0,0,0,1,0
IIOE-236KK,MUNZ_054,1,Gravity,23.42,65.88,1223,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,1023,0,0,0,1,11,0,0,1,0,0,0,48,0,0,24,2,0,0,95,82,0,0,204,117,60,16,0,77,11,0,11,0,72,0,0,190,0,0,0,2,0
VA29-707KG,MUNZ_055,1,Box,21.43,38.1,1985,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162,223,2,0,0,72,8,0,0,0,0,0,0,74,0,0,0,4,0
VA29-710KG,MUNZ_056,1,Box,21.45,38.23,1084,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,181,7,0,0,82,0,0,0,0,0,0,0,48,0,0,0,4,0
VA29-725KG,MUNZ_057,1,Box,22.28,37.76,1449,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,145,15,21,0,85,3,0,0,0,0,0,0,45,0,0,0,8,0
VA29-735KG,MUNZ_058,1,Box,24.76,36.59,1070,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,203,15,3,0,79,4,0,0,0,4,0,0,24,0,0,0,4,0
VA29-745KG,MUNZ_059,1,Box,26.76,35.04,1377,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,130,7,11,0,63,3,0,0,0,1,0,0,17,0,0,0,3,0
VA29-750KG,MUNZ_060,1,Box,26.78,35.14,1046,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,351,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,88,136,11,5,0,76,15,0,0,0,2,0,0,15,0,0,0,0,0
VA29-754KG,MUNZ_061,1,Box,26.88,35.43,593,2049,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,19,6,0,60,5,0,0,0,0,0,0,19,0,0,0,0,0
M32-2_MC1,MUNZ_062,1,Multi,24.75,65.77,1266,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,285,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,52,0,0,54,5,29,0,0,1,2,0,7,0,11,0,0,70,0,0,0,2,0
M32-2_MC2,MUNZ_063,1,Multi,24.63,66.08,196,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,245,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,40,32,0,0,34,5,11,8,0,3,0,0,17,0,4,0,0,83,0,0,0,0,0
M32-2_MC3,MUNZ_064,1,Multi,24.63,66.08,247,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,311,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,74,64,0,0,55,1,23,0,2,1,4,0,7,0,28,0,0,46,0,0,0,0,0
M32-2_MC4,MUNZ_065,1,Multi,24.64,66.07,285,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,240,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,66,24,0,0,59,0,21,0,0,2,2,0,6,0,3,0,0,48,0,0,0,0,0
M32-2_MC5,MUNZ_066,1,Multi,24.64,66.05,386,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,346,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,86,53,0,0,94,1,25,0,2,0,1,0,9,0,5,0,0,61,0,0,0,0,0
M32-2_MC6,MUNZ_067,1,Multi,24.65,66.02,543,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,482,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,121,103,0,0,111,1,6,0,1,8,1,0,17,0,16,0,0,89,0,0,0,0,0
VA2-VLA23,MUNZ_068,1,Trigger,-18.59,38.6333,2150,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,331,0,0,3,0,7,10,0,3,0,0,3,41,1,0,11,8,3,0,12,2,0,0,129,47,1,2,0,11,2,0,0,0,0,1,0,31,0,0,0,0,0
VA2-GRA28,MUNZ_069,1,Grab,-19.89,36.58,744,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,302,0,0,0,0,5,2,0,0,0,0,0,20,0,0,6,1,2,0,17,5,0,0,150,29,7,2,0,9,0,0,0,0,13,0,0,33,0,0,0,0,0
VA2-VLA29,MUNZ_070,1,Trigger,-20,36.7166,1220,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,308,0,0,0,0,0,1,0,2,0,0,1,42,0,0,6,2,0,0,23,3,0,0,122,28,9,7,4,20,1,0,0,0,5,0,0,29,0,0,0,3,0
VA2-VLA20,MUNZ_071,1,Trigger,-20,37.0666,1730,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,344,0,0,0,1,4,0,0,1,0,0,1,47,2,0,7,8,0,0,20,4,0,0,141,43,5,2,1,24,0,0,0,0,0,1,0,32,0,0,0,0,0
VA2-VLA21,MUNZ_072,1,Trigger,-19.6166,36.925,1100,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,300,0,0,0,0,6,8,2,1,0,0,2,46,0,0,7,3,0,0,14,6,0,0,102,46,2,7,0,17,5,0,0,0,2,1,0,24,0,0,0,0,0
VA2-VLA25,MUNZ_073,1,Trigger,-19.7766,36.6683,690,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,339,0,0,1,1,7,11,0,0,0,0,0,50,0,0,6,2,1,0,24,7,0,0,112,27,4,1,7,25,5,0,0,0,18,0,0,27,0,0,0,1,0
VA2-KLA22,MUNZ_074,1,Piston,-19.33,37.016666,765,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,554,0,0,0,0,12,3,0,0,0,0,0,55,3,0,12,8,3,0,62,5,0,0,201,68,16,9,0,40,11,0,0,0,16,0,0,28,0,0,0,1,0
VA2-GR-105,MUNZ_075,1,Grab,-18.95,37.133333,250,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,194,0,0,0,0,3,0,0,1,0,0,2,33,0,0,3,3,0,0,19,1,0,0,56,44,5,3,0,14,1,0,0,0,1,1,0,5,0,0,0,0,0
VA2-GR-122,MUNZ_076,1,Grab,-18.74,37.26,255,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,393,0,0,1,0,8,0,0,0,0,0,1,53,2,0,8,7,0,0,41,9,0,0,128,67,6,3,0,26,2,0,0,0,5,0,0,26,0,0,0,2,0
VA2-VL-123,MUNZ_077,1,Trigger,-18.8583,37.3916,912,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,380,0,0,0,0,11,1,0,1,0,0,0,33,3,0,12,8,1,0,23,4,0,0,172,73,7,2,0,13,0,0,0,0,0,1,0,16,0,0,0,0,0
VA2-VL-124,MUNZ_078,1,Trigger,-18.6116,37.3933,620,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,313,0,0,0,0,3,2,0,0,0,0,0,34,1,0,5,3,0,0,27,10,0,0,156,29,4,1,0,20,1,0,0,0,10,0,0,8,0,0,0,0,0
VA2-GR-340,MUNZ_079,1,Grab,-19.33,36.93,450,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,377,0,0,0,0,7,0,0,0,0,0,0,37,7,0,11,1,0,0,62,12,0,0,133,29,9,2,0,22,6,0,0,0,7,0,0,31,0,0,0,1,0
VA2-GR-373,MUNZ_080,1,Grab,-18.6,37.23,392,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,431,0,0,0,0,2,1,0,0,0,0,0,63,0,0,20,4,0,0,49,8,0,0,151,66,12,7,0,31,4,0,0,0,3,0,0,10,0,0,0,0,0
VA2-KL-404,MUNZ_081,1,Piston,-19.2633,37.4066,1475,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,317,0,0,0,1,10,1,0,0,0,0,1,27,1,0,12,4,0,0,12,5,0,0,92,54,5,12,2,35,5,0,0,0,5,0,1,29,0,0,0,4,0
VA2-KL-406,MUNZ_082,1,Piston,-19.64333,37.9166,1990,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,296,0,0,1,0,7,2,0,1,0,0,0,29,0,0,11,4,2,0,14,2,0,0,127,41,5,4,1,14,5,0,0,0,2,1,0,25,0,0,0,0,0
VA2-KL-408,MUNZ_083,1,Piston,-19.19,38.17,1935,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,343,0,0,0,1,0,1,0,0,0,0,1,41,1,0,12,11,1,0,27,4,0,0,102,43,9,7,7,44,2,0,0,0,4,0,0,23,0,0,0,2,0
VA2-KL-409,MUNZ_084,1,Piston,-19.0933,37.9216,1765,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,293,0,0,0,0,8,2,0,1,0,0,0,40,0,0,4,6,0,0,17,2,0,0,108,45,1,4,4,20,2,0,0,0,2,0,0,28,0,0,0,0,0
VA2-KL-410,MUNZ_085,1,Piston,-19.0066,37.9333,1725,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,188,0,0,0,0,2,3,1,0,0,0,6,30,1,0,2,2,8,0,9,3,0,0,69,25,3,2,1,16,3,0,0,0,0,0,0,3,0,0,0,0,0
VA2-KL-434,MUNZ_086,1,Piston,-18.05,37.68,460,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,336,0,0,1,0,5,4,0,0,0,0,1,48,0,1,4,2,2,0,57,12,0,0,101,37,8,3,0,23,3,0,0,0,7,0,0,16,0,0,0,1,0
VA2-KL-441,MUNZ_087,1,Piston,-17.9016666,37.77,360,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,196,0,0,0,0,8,0,1,0,0,0,0,24,0,0,3,1,1,0,34,7,0,0,62,19,1,4,0,11,0,0,0,0,6,0,0,14,0,0,0,0,0
VA2-KL-461,MUNZ_089,1,Piston,-17.67333,38.303333,820,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,319,0,0,1,0,12,4,3,0,0,0,4,31,0,4,8,4,3,0,31,3,0,0,102,45,9,12,1,11,2,0,0,0,9,0,0,18,0,0,0,2,0
VA2-GR-515,MUNZ_093,1,Grab,-16.11,40.31,470,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,310,0,0,0,0,6,2,0,1,0,0,0,29,2,0,4,3,2,0,41,13,0,0,104,36,6,3,0,16,0,0,0,0,11,0,0,28,0,0,0,3,0
VA2-GR-515A,MUNZ_094,1,Grab,-16.11,40.29,578,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,317,0,0,0,0,4,0,0,0,0,0,0,14,6,0,4,0,0,0,35,4,0,0,151,35,7,4,2,25,2,0,0,0,11,0,0,10,0,0,0,0,0
VA2-GR-515B,MUNZ_095,1,Grab,-16.12,40.28,695,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,335,0,0,0,0,6,1,0,0,0,0,0,36,4,0,4,1,0,0,41,11,0,0,110,26,9,4,0,25,0,0,0,0,23,0,0,33,0,0,0,0,0
VA2-KL-531,MUNZ_096,1,Piston,-15.966666,40.86166666,1990,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,547,0,0,1,0,9,3,0,0,0,0,3,35,3,0,10,8,4,0,42,14,0,0,200,71,14,6,0,53,3,0,0,0,22,0,0,46,0,0,0,0,0
VA2-RKL-532,MUNZ_097,1,Piston,-15.9,40.6,1430,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,425,0,0,0,0,10,5,0,0,0,0,0,53,0,0,6,2,1,0,33,25,0,0,172,30,7,2,0,24,1,0,0,0,18,1,0,31,0,0,0,3,0
VA2-FGR-538,MUNZ_098,1,Grab,-15.6,40.53,502,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,294,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,4,0,33,9,0,0,128,19,9,0,0,29,0,0,0,0,23,0,0,19,0,0,0,0,0
VA2-GR-545,MUNZ_099,1,Grab,-15.59,40.63,912,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,327,0,0,0,0,6,0,3,0,0,0,0,39,3,0,8,1,0,0,14,6,0,0,142,47,4,3,0,15,3,0,0,0,10,0,0,23,0,0,0,0,0
VA2-GR-546,MUNZ_100,1,Grab,-15.6,40.61,650,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,408,0,0,0,0,4,0,0,0,0,0,0,35,6,0,10,2,1,0,53,18,0,0,155,42,18,4,1,13,0,0,0,0,13,0,0,34,0,0,0,0,0
VA2-GR-547,MUNZ_101,1,Grab,-15.6,40.6,405,129,0,,,Munz et al.,Holocene,2015,doi: 10.1177/0959683615591357,doi:10.1594/PANGAEA.853966,G. ruber pink set to 0,0,0,,561,0,0,1,0,2,0,1,0,0,0,0,44,3,4,14,2,5,0,69,20,0,0,173,79,25,3,0,24,6,0,0,0,34,1,0,50,0,0,0,1,0
