Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
17942,MARGO_2539,0,Box,19.33,113.2,329,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,756,0,0,0.002645503,0,0.034391534,0.011904762,0.009259259,0,0,0,0.029100529,0.145502646,0.034391534,0,0.025132275,0,0,0,0.167989418,0,0.017195767,0,0.239417989,0.101851852,0.007936508,0.015873016,0.001322751,0.022486772,0.015873016,0,0,0,0.021164021,0.001322751,0,0.095238095,0,0,0,0,0
17943,MARGO_2540,0,Box,18.95,113.55,917,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,423,0,0,0,0.002364066,0.056737589,0.01891253,0.004728132,0,0,0,0,0.115839243,0,0,0.06855792,0,0,0,0.061465721,0.004728132,0.01891253,0,0.250591017,0.104018913,0.011820331,0.023640662,0,0.04964539,0.035460993,0,0,0,0.011820331,0,0,0.160756501,0,0,0,0,0
17944,MARGO_2541,0,Box,18.658,113.64,1217,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,340,0,0,0,0,0.047058824,0.005882353,0.005882353,0,0,0,0,0.138235294,0.002941176,0,0.041176471,0,0,0,0.105882353,0.002941176,0.020588235,0,0.288235294,0.126470588,0.002941176,0.008823529,0,0.052941176,0.020588235,0,0,0,0,0,0,0.129411765,0,0,0,0,0
17945,MARGO_2542,0,Box,18.127,113.78,2403,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,417,0,0,0,0,0.12470024,0.004796163,0.011990408,0,0,0,0,0.175059952,0.002398082,0,0.158273381,0,0,0,0.071942446,0,0.033573141,0,0.071942446,0.122302158,0.007194245,0.019184652,0.014388489,0.045563549,0.019184652,0,0,0,0,0.004796163,0.002398082,0.110311751,0,0,0,0,0
17948,MARGO_2543,0,Box,16.708,114.9,2855,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,340,0,0,0,0,0.217647059,0,0.008823529,0.002941176,0,0,0,0.176470588,0,0,0.129411765,0,0,0,0.061764706,0.005882353,0.005882353,0,0.070588235,0.126470588,0,0.011764706,0.020588235,0.052941176,0.008823529,0,0,0,0,0.008823529,0,0.091176471,0,0,0,0,0
17949,MARGO_2544,0,Box,17.348,115.17,2197,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,318,0,0,0,0,0.072327044,0.009433962,0.003144654,0,0,0,0,0.135220126,0.003144654,0,0.097484277,0,0,0,0.059748428,0,0.01572327,0,0.135220126,0.157232704,0.003144654,0.022012579,0.009433962,0.050314465,0.01572327,0,0,0,0.003144654,0.003144654,0,0.204402516,0,0,0,0,0
17950,MARGO_2545,0,Box,16.093,112.9,1865,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,345,0,0,0,0,0.031884058,0.020289855,0.017391304,0.002898551,0,0,0,0.086956522,0,0,0.028985507,0,0,0,0.092753623,0,0.002898551,0,0.260869565,0.211594203,0.020289855,0.023188406,0.008695652,0.055072464,0.026086957,0,0,0,0,0.008695652,0,0.101449275,0,0,0,0,0
17951,MARGO_2546,0,Box,16.288,113.41,2341,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,359,0,0,0,0,0.064066852,0.008356546,0.008356546,0,0,0,0,0.111420613,0,0,0.055710306,0,0,0,0.08356546,0.002785515,0.008356546,0,0.181058496,0.222841226,0.008356546,0.008356546,0.005571031,0.064066852,0.016713092,0,0,0,0.002785515,0.005571031,0.005571031,0.136490251,0,0,0,0,0
17954,MARGO_2547,0,Box,14.758,111.53,1515,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,329,0,0,0,0,0.112462006,0.006079027,0.003039514,0,0,0,0.006079027,0.145896657,0,0,0.063829787,0,0,0,0.054711246,0,0.012158055,0,0.139817629,0.221884498,0.012158055,0.027355623,0.009118541,0.051671733,0.021276596,0,0,0,0.003039514,0.006079027,0,0.103343465,0,0,0,0,0
17957,MARGO_2548,0,Box,10.898,115.31,2198,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,272,0,0,0,0,0.066176471,0,0.014705882,0,0,0,0,0.143382353,0.007352941,0,0.055147059,0,0,0,0.0625,0,0.003676471,0,0,0.308823529,0.036764706,0.025735294,0.003676471,0.073529412,0.044117647,0,0,0,0.003676471,0.011029412,0,0.139705882,0,0,0,0,0
17958,MARGO_2549,0,Box,11.622,115.08,2585,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,295,0,0,0,0,0.128813559,0,0,0.003389831,0,0,0,0.149152542,0,0,0.044067797,0,0,0,0.020338983,0.003389831,0.020338983,0,0.149152542,0.281355932,0.003389831,0.047457627,0.006779661,0.091525424,0.006779661,0,0,0,0,0,0.003389831,0.040677966,0,0,0,0,0
17959,MARGO_2550,0,Box,11.138,115.29,1959,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,641,0,0,0,0,0.060842434,0.021840874,0.003120125,0.001560062,0,0,0.001560062,0.104524181,0,0,0.03900156,0,0,0,0.020280811,0,0.009360374,0,0.305772231,0.176287051,0.014040562,0.026521061,0.003120125,0.067082683,0.026521061,0,0,0,0.001560062,0.003120125,0.003120125,0.110764431,0,0,0,0,0
17960,MARGO_2551,0,Box,10.12,115.56,1711,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,497,0,0,0,0,0.048289738,0.026156942,0.002012072,0.002012072,0,0,0,0.086519115,0,0,0.036217304,0,0,0,0.042253521,0,0.00804829,0,0.311871227,0.185110664,0.00804829,0.028169014,0.004024145,0.072434608,0.022132797,0,0,0,0.004024145,0,0.004024145,0.108651911,0,0,0,0,0
17961,MARGO_2552,0,Box,8.507,112.33,1794,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,G. truncatulinoides subspecies set to N/A,64,1,,400,0,0,0,0,0.075,0.0125,0,0,0,0,0,0.1125,0,0,0.05,0,0,0,0.035,0,0.01,0,0.195,0.255,0.0025,0.0325,0.0025,0.085,0.03,0,0,0,0.0025,0.0025,0,0.095,0,0,0,0,0
17962,MARGO_2553,0,Box,7.182,112.08,1967,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,252,0,0,0,0,0.115079365,0,0,0,0,0,0,0.115079365,0,0,0.063492063,0,0,0,0.05952381,0,0.01984127,0,0.170634921,0.222222222,0.003968254,0.015873016,0.003968254,0.083333333,0.007936508,0,0,0,0,0.007936508,0,0.111111111,0,0,0,0,0
17963,MARGO_2554,0,Box,6.167,112.67,1233,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,333,0,0,0,0,0.03003003,0.009009009,0,0,0,0,0,0.075075075,0,0,0.042042042,0,0,0,0.078078078,0,0.003003003,0,0.237237237,0.243243243,0.033033033,0.018018018,0.003003003,0.087087087,0.06006006,0,0,0,0.003003003,0,0,0.078078078,0,0,0,0,0
17964,MARGO_2555,0,Box,6.158,112.21,1556,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,422,0,0,0,0,0.035545024,0.014218009,0,0,0,0,0,0.106635071,0,0,0.08056872,0,0,0,0.068720379,0,0.004739336,0,0.161137441,0.267772512,0.009478673,0.026066351,0.011848341,0.078199052,0.014218009,0,0,0,0,0,0.004739336,0.116113744,0,0,0,0,0
17965,MARGO_2556,0,Box,6.157,112.55,890,49,0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,359,0,0,0,0,0.036211699,0.002785515,0.002785515,0,0,0,0,0.091922006,0.002785515,0,0.04735376,0,0,0,0.025069638,0.002785515,0.011142061,0,0.267409471,0.186629526,0.030640669,0.022284123,0.002785515,0.122562674,0.044568245,0,0,0,0.008356546,0.002785515,0,0.08913649,0,0,0,0,0
186-1B,MARGO_2559,0,Box,22.38333333,120.2166667,338,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.015577889,0,0,0,0,0,0,0.133668342,0,0,0.111557789,0,0,0,0.129648241,0.006432161,0.02201005,0,0.134673367,0.152763819,0.006432161,0.006432161,0,0.046733668,0.002512563,0,0,0,0.028542714,0,0,0.203015075,0,0,0,0,0
186-3B,MARGO_2560,0,Box,22.26666667,120.4333333,133,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.016233766,0,0,0,0,0,0,0.26075487,0,0,0.077414773,0,0,0,0.150162338,0,0.024350649,0,0.137987013,0.198863636,0.040685877,0,0,0.020292208,0,0,0,0,0,0,0,0.07325487,0,0,0,0,0
189-4B,MARGO_2561,0,Box,22.43333333,120.2833333,98,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.045724048,0,0,0,0,0,0,0.180886343,0,0,0.148728771,0,0,0,0.049743744,0,0.017887649,0,0.222088232,0.152748467,0.009948749,0.011858105,0,0.027836398,0,0,0,0,0.005929052,0,0,0.12662044,0,0,0,0,0
189-6B,MARGO_2562,0,Box,22.36666667,120.2333333,292,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.014636591,0,0,0,0,0,0,0.176441103,0,0,0.16641604,0,0,0,0.104260652,0,0.02566416,0,0.187468672,0.231578947,0.009122807,0.001804511,0,0.044110276,0.001804511,0,0,0,0.007318296,0.001804511,0,0.027568922,0,0,0,0,0
189-8B,MARGO_2563,0,Box,22.46666667,120.2666667,50,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.053471108,0,0,0,0,0,0,0.213683788,0,0,0.106340289,0,0,0,0.095806581,0,0.002808989,0,0.224719101,0.162520064,0.028089888,0,0,0.028089888,0,0,0,0,0.011235955,0,0,0.07323435,0,0,0,0,0
189-9B,MARGO_2564,0,Box,22.48333333,120.2333333,77,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.027780564,0,0,0,0,0,0,0.214622405,0,0,0.108314111,0,0,0,0.092568449,0.002306689,0.023066894,0,0.21763113,0.140407181,0.018453515,0,0,0.025473874,0,0,0,0,0,0,0,0.129375188,0,0,0,0,0
189-10B,MARGO_2565,0,Box,22.45,120.2333333,206,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.028937619,0,0,0,0,0,0,0.182236908,0,0,0.215279864,0,0,0,0.062180835,0.011514969,0.028937619,0,0.143186142,0.212275959,0.007209372,0.007209372,0,0.044758186,0,0,0,0,0.004305597,0.002803645,0,0.049163913,0,0,0,0,0
189-13B,MARGO_2566,0,Box,22.5,120.25,83,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.022889987,0,0,0,0,0,0,0.155288898,0,0,0.127054553,0,0,0,0.091862458,0.007562771,0.097005143,0,0.17041444,0.116970858,0.005041847,0,0,0.020369063,0,0,0,0,0,0,0,0.185539982,0,0,0,0,0
197-5B,MARGO_2567,0,Box,22.36666667,120.3333333,152,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.029385217,0,0,0,0,0,0,0.141410089,0,0,0.202587504,0,0,0,0.048941932,0.024470966,0.017149734,0,0.127369371,0.112325745,0,0.012235483,0,0.007321232,0,0,0,0,0.022063986,0,0,0.254738742,0,0,0,0,0
197-6B,MARGO_2568,0,Box,22.26666667,120.3666667,253,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.008544431,0,0,0.002814636,0,0,0.002814636,0.150784077,0,0,0.102533172,0,0,0,0.159831122,0,0.008544431,0,0.119622035,0.102533172,0.014274226,0,0,0.045637314,0,0,0,0,0.005629272,0,0,0.276437475,0,0,0,0,0
197-7B,MARGO_2569,0,Box,22.28333333,120.2,880,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.015255607,0,0,0,0,0,0,0.167710649,0,0,0.091836735,0,0,0,0.186906446,0.003738129,0.011416448,0,0.137401495,0.107092342,0,0.007577288,0,0.05738533,0.007577288,0,0,0,0,0,0,0.206102243,0,0,0,0,0
197-13B,MARGO_2570,0,Box,22.2,120.5833333,240,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.014028056,0,0,0,0,0,0,0.240480962,0,0,0.188376754,0,0,0,0.044088176,0,0.02004008,0,0.104208417,0.284569138,0,0.016032064,0,0.052104208,0,0,0,0,0,0,0,0.036072144,0,0,0,0,0
197-14B,MARGO_2571,0,Box,22.18333333,120.5333333,675,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.028511194,0,0,0.002108222,0,0,0.006525449,0.166649935,0,0,0.249974902,0,0,0,0.01315129,0,0.017568517,0,0.063648228,0.309205903,0,0.063648228,0,0.070274069,0,0,0,0,0,0,0,0.008734063,0,0,0,0,0
197-15B,MARGO_2572,0,Box,22.18333333,120.4833333,415,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.006454215,0,0,0,0,0,0,0.205728116,0,0,0.140177491,0,0,0,0.094897136,0,0.00978217,0,0.147236789,0.091670028,0.01956434,0.006454215,0,0.049112545,0,0,0,0,0,0,0,0.228922953,0,0,0,0,0
197-16B,MARGO_2573,0,Box,22.18333333,120.4166667,406,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.03373494,0,0,0,0,0,0,0.18875502,0,0,0.15060241,0,0,0,0.066064257,0.001405622,0.03815261,0,0.101405622,0.199799197,0,0.016164659,0,0.046987952,0,0,0,0,0.007329317,0,0,0.149598394,0,0,0,0,0
197-17B,MARGO_2574,0,Box,22.2,120.3333333,501,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.022612558,0,0,0.001413285,0,0,0,0.199878861,0,0,0.21401171,0,0,0,0.105996366,0,0.00565314,0,0.094690087,0.166565718,0,0.001413285,0,0.025439128,0,0,0,0,0.024025843,0,0,0.13830002,0,0,0,0,0
197-23B,MARGO_2575,0,Box,22.3,120.3333333,166,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.027240861,0,0,0,0,0,0.003004507,0.236354532,0,0,0.230345518,0,0,0,0.015122684,0,0.021231848,0,0.127190786,0.227341011,0,0.012118177,0,0.045468202,0,0,0,0,0,0,0,0.054581873,0,0,0,0,0
203-2B,MARGO_2576,0,Box,22.13333333,121.1,1290,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.004033071,0,0,0.004033071,0,0,0,0.192579149,0,0,0.103851583,0,0,0,0.122000403,0.008166969,0.022484372,0,0.161322847,0.175438597,0.01220004,0.004033071,0,0.01220004,0.010183505,0,0,0,0.008166969,0,0,0.159306312,0,0,0,0,0
203-3B,MARGO_2577,0,Box,22.13333333,121.1333333,1292,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.01122449,0,0,0.002244898,0,0,0,0.152040816,0,0,0.13877551,0,0,0,0.142857143,0.013469388,0.008979592,0,0.154081633,0.114285714,0.024693878,0.002244898,0,0.01122449,0.006734694,0,0,0,0.020204082,0,0,0.196938775,0,0,0,0,0
203-8B,MARGO_2578,0,Box,21.5,121.4833333,2213,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0.001000009,0.010191818,0.001009091,0,0,0,0,0,0.095560908,0,0,0.089304545,0,0,0,0.05650909,0,0.032795454,0,0.282545452,0.182645453,0.018466363,0.016347273,0,0.042079091,0.003027273,0,0,0,0.002018182,0,0,0.166499999,0,0,0,0,0
203-9B,MARGO_2579,0,Box,21.51666667,121.3666667,2682,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.002511553,0,0,0,0,0,0,0.102471368,0,0,0.058870806,0,0,0,0.112517581,0.010247137,0.007635122,0,0.214988949,0.104480611,0.028129395,0,0,0.015370705,0,0,0,0,0.010247137,0,0,0.332529636,0,0,0,0,0
203-11B,MARGO_2580,0,Box,22.03333333,121.6,364,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.027168444,0,0,0,0,0,0.020326021,0.269671966,0,0,0.165023143,0,0,0,0.072449185,0,0.038438318,0,0.210303884,0.146910847,0,0.004528074,0,0.020326021,0.009056148,0,0,0,0,0,0,0.015797947,0,0,0,0,0
203-12B,MARGO_2581,0,Box,21.98333333,120.35,1421,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.01040299,0,0,0,0,0,0,0.217149783,0,0,0.162609837,0,0,0,0.12018988,0,0.011311989,0,0.123219877,0.16967983,0.015149985,0.005655994,0,0.027471973,0.016058984,0,0,0,0,0.000908999,0,0.12018988,0,0,0,0,0
227-2B,MARGO_2582,0,Box,22.85,121.3333333,662,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.014575794,0,0,0,0,0,0,0.232207479,0,0,0.184961801,0,0,0,0.079613993,0.001608363,0.014575794,0,0.095898673,0.23522316,0.009750704,0.019501407,0,0.073180539,0.003216727,0,0,0,0,0.001608363,0,0.034077201,0,0,0,0,0
227-7B,MARGO_2583,0,Box,22.98333333,121.4166667,168,49,,,,"Yin, MS Thesis",National Taiwan University Taipei,1991,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0.033006965,0,0,0,0,0,0,0.168567679,0,0,0.234177854,0,0,0,0.088018573,0.011002322,0.011002322,0,0.193802362,0.161501968,0,0.011002322,0,0.033006965,0,0,0,0,0.007267589,0,0,0.047643081,0,0,0,0,0
AH-1,MARGO_2584,0,,12.833,119.35,2030,49,0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,262,0,0,0,0.003816794,0.133587786,0.003816794,0,0,0,0,0.003816794,0.202290076,0,0,0.118320611,0,0,0,0.118320611,0,0.049618321,0,0,0,0.003816794,0.003816794,0.003816794,0.202290076,0.034351145,0,0,0,0,0,0,0.118320611,0,0,0,0,0
AH-4,MARGO_2585,0,,11.2,118.5,1170,49,0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,539,0,0,0,0.005565863,0.055658627,0.037105751,0.005565863,0,0,0,0,0.111317254,0,0,0.074211503,0,0,0,0.148423006,0,0.005565863,0,0,0,0.055658627,0.037105751,0.005565863,0.165120594,0.055658627,0.005565863,0,0,0.037105751,0.005565863,0.005565863,0.183673469,0,0,0,0,0
AH-5,MARGO_2586,0,,10.333,117.967,1152,49,0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,480,0,0,0.00625,0,0.102083333,0.041666667,0.00625,0,0,0,0.00625,0.14375,0,0,0.060416667,0,0,0,0.14375,0,0.00625,0,0,0,0.041666667,0.020833333,0.00625,0.183333333,0.00625,0.020833333,0,0,0.020833333,0,0,0.183333333,0,0,0,0,0
AH-7,MARGO_2587,0,,8.75,116.95,914,49,0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,875,0,0,0.005714286,0.005714286,0.056,0.018285714,0.005714286,0,0,0,0,0.166857143,0,0,0.056,0,0,0,0.204571429,0,0.005714286,0,0,0,0.037714286,0.005714286,0.005714286,0.148571429,0.018285714,0.005714286,0,0,0.037714286,0.005714286,0.005714286,0.204571429,0,0,0,0,0
ALL5402P,MARGO_2594,0,,-3.867,-155.883,4915,81,0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0,0,0,0,0,0,0,0.51,0,0,0,0.05,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0
