Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. theyeri,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata,SST
V28-236A,MARGO_2438,0,,-3.583333333,161.9666667,2637.0,81.0,,,,"Thompson , P. R.",Palaeogeogr Palaeoclimatol Palaeoecol,1981,doi: 10.1016/0031-0182(81)90099-7,doi:10.1594/PANGAEA.227317,"missing count data set to zero as sample is assumed to be complete, moved T. sacculifer subspecies data to sum, G. truncatulinoides subspecies set to N/A",32,1,,286.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,0.0,0.0,20.0,0.0,0.0,184.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.276968002319336
V28-237A,MARGO_2440,0,,-0.916666667,163.2666667,4427.0,81.0,,,,"Thompson , P. R.",Palaeogeogr Palaeoclimatol Palaeoecol,1981,doi: 10.1016/0031-0182(81)90099-7,doi:10.1594/PANGAEA.227317,"moved T. sacculifer subspecies data to sum, missing count data set to zero as sample is assumed to be complete",32,1,,1421.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,3.0,1.0,0.0,50.0,0.0,5.0,0.0,518.0,51.0,32.0,2.0,0.0,65.0,20.0,0.0,0.0,0.0,46.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,28.81767463684082
V29-29PC,MARGO_2455,0,,5.116666667,77.58333333,2673.0,129.0,,,,"Prell, W. L.",Department of Energy,1985,,doi:10.1594/PANGAEA.227317,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",32,1,,456.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,28.0,12.0,9.0,0.0,61.0,3.0,5.0,0.0,32.0,25.0,2.0,4.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,28.03120994567871
V29144,MARGO_2465,1,,-0.2,6.05,2685.0,11.0,,,,"Mix, A. C.","Phd Thesis, Columbia University, New York",1986,,doi:10.1594/PANGAEA.227317,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, G. conglomerata set to 0",32,1,,323.0,0.0,0.0,27.0,0.0,45.0,2.0,1.0,3.0,0.0,0.0,32.0,56.0,3.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,39.0,35.0,48.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,26.484848022460938
V3040,MARGO_2466,1,,-0.2,-23.15,3706.0,11.0,,,,"Mix, A. C.","Phd Thesis, Columbia University, New York",1986,,doi:10.1594/PANGAEA.227317,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, G. conglomerata set to 0",32,1,,378.0,0.0,0.0,1.0,0.0,12.0,2.0,2.0,8.0,0.0,0.0,0.0,14.0,2.0,0.0,19.0,0.0,0.0,0.0,9.0,3.0,0.0,14.0,154.0,70.0,2.0,5.0,0.0,4.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,26.19144058227539
V32-175,MARGO_2469,1,Piston,-11.88333333,168.8333333,3499.0,81.0,,,,"Thompson , P. R.",Palaeogeogr Palaeoclimatol Palaeoecol,1981,doi: 10.1016/0031-0182(81)90099-7,doi:10.1594/PANGAEA.227317,"G. ruber pink set to 0, device information from duplicate sample, moved T. sacculifer subspecies data to sum, G. truncatulinoides subspecies set to N/A",96,1,,594.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,48.0,0.0,262.0,64.0,1.0,5.0,8.0,44.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,28.432233810424805
V33-119,MARGO_2471,1,Piston,-15.23333333,161.35,4532.0,81.0,,,,"Thompson , P. R.",Palaeogeogr Palaeoclimatol Palaeoecol,1981,doi: 10.1016/0031-0182(81)90099-7,doi:10.1594/PANGAEA.227317,"G. ruber pink set to 0, device information from duplicate sample, moved T. sacculifer subspecies data to sum, G. truncatulinoides subspecies set to N/A",96,1,,730.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0,7.0,0.0,0.0,0.0,110.0,0.0,0.0,75.0,0.0,0.0,0.0,16.0,0.0,29.0,0.0,250.0,71.0,0.0,2.0,0.0,64.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.156993865966797
V34-2,MARGO_2472,1,Piston,-17.66666667,176.0666667,2579.0,81.0,,,,"Thompson , P. R.",Palaeogeogr Palaeoclimatol Palaeoecol,1981,doi: 10.1016/0031-0182(81)90099-7,doi:10.1594/PANGAEA.227317,"G. ruber pink set to 0, moved T. sacculifer subspecies data to sum, device information from duplicate sample",96,1,,1458.0,0.0,0.0,9.0,0.0,11.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,42.0,0.0,663.0,190.0,50.0,22.0,20.0,62.0,131.0,0.0,0.0,0.0,17.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,27.033658981323242
VM19-27,MARGO_2501,1,,-0.467,-82.067,1373.0,81.0,,,,Martinez et al.,Paleoceanography,2003,doi:10.1029/2002PA000877,doi:10.1594/PANGAEA.227317,"G. ruber pink set to 0, T. sacculifer subspecies data moved to sum, G. truncatulinoides subspecies set to N/A",32,1,,306.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,30.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,1.0,0.0,18.0,4.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.77642250061035
W266,MARGO_2505,0,Piston,-42.23,179.37,2540.0,81.0,0.05,0.07,0.06,"Howard, W. R.",unpublished data,9999,,doi:10.1594/PANGAEA.227317,T. sacculifer subspecies set to N/A,32,1,,194.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,104.0,13.0,28.0,5.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.887911796569824
W268,MARGO_2506,0,Piston,-42.85,178.97,980.0,81.0,0.0,,,Sikes et al.,Paleoceanography,2002,doi: 10.1029/2001PA000640,doi:10.1594/PANGAEA.227317,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",32,1,,540.0,0.0,0.0,2.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,222.0,4.0,36.0,4.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.742254257202148
W272,MARGO_2507,0,Piston,-44.69,179.08,1841.0,81.0,0.0,0.02,0.01,"Howard, W. R.",unpublished data,9999,,doi:10.1594/PANGAEA.227317,T. sacculifer subspecies set to N/A,32,1,,560.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,57.0,13.0,129.0,39.0,1.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,11.956036567687988
WAKR5,MARGO_2509,1,Box,-21.728,11.1,2966.0,11.0,0.0,0.01,0.005,Pflaumann et al.,Paleoceanography,1996,doi:10.1029/95PA01743,doi:10.1594/PANGAEA.227317,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,,292.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,71.0,2.0,121.0,2.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,4.0,3.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.04995346069336
Y69-86P,MARGO_2511,1,,-1.98,-91.67,,81.0,0.0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227317,"G. ruber pink set to 0, T. sacculifer subspecies data moved to sum, G. truncatulinoides subspecies set to N/A",32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.365665435791016
8311,MARGO_2518,0,Grab,19.5,114.0,560.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.106468200683594
8312,MARGO_2519,0,Grab,19.5,115.0,1640.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18572235107422
8313,MARGO_2520,0,Grab,19.5,116.0,1937.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.295026779174805
8321,MARGO_2521,0,Grab,18.0,110.9833333,1200.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19673728942871
8322,MARGO_2522,0,Grab,18.0,113.9833333,2412.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40399932861328
8323,MARGO_2523,0,Grab,18.01666667,113.0,2050.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40399932861328
8324,MARGO_2524,0,Grab,18.0,113.9833333,3242.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40399932861328
8331,MARGO_2525,0,Grab,16.5,110.9833333,1163.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.661571502685547
8332,MARGO_2526,0,Grab,16.66666667,111.9833333,910.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82222557067871
8333,MARGO_2527,0,Grab,16.5,113.0,1244.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.083566665649414
8334,MARGO_2528,0,Grab,16.58333333,114.05,3200.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.165157318115234
8341,MARGO_2529,0,Grab,15.0,111.0,1240.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.999425888061523
8342,MARGO_2530,0,Grab,15.01666667,112.0,1670.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.18305206298828
8351,MARGO_2531,0,Grab,13.5,112.0,2300.0,49.0,,,,"Ho, MS Thesis",National Taiwan Ocean University Keelung,1998,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44039535522461
17928,MARGO_2533,0,Box,18.27,119.75,2486.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,418.0,0.0,0.0,0.0,0.0,131.0,1.0,7.0,2.0,0.0,0.0,2.0,59.0,3.0,4.0,44.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,14.0,66.0,3.0,2.0,3.0,23.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,27.106773376464844
17929,MARGO_2534,0,Box,20.68,115.7,371.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,,64,1,,292.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,3.0,59.0,10.0,0.0,25.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,71.0,42.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,25.71160125732422
17930,MARGO_2535,0,Box,20.333,115.78,629.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,420.0,0.0,0.0,0.0,0.0,11.0,7.0,4.0,0.0,0.0,0.0,1.0,72.0,0.0,0.0,29.0,0.0,0.0,0.0,77.0,2.0,3.0,0.0,66.0,35.0,2.0,1.0,4.0,14.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.71160125732422
17931,MARGO_2536,0,Box,20.1,115.96,1003.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,367.0,0.0,0.0,0.0,0.0,17.0,8.0,1.0,2.0,0.0,0.0,3.0,64.0,1.0,0.0,20.0,0.0,0.0,0.0,51.0,1.0,5.0,0.0,78.0,40.0,0.0,6.0,0.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,25.71160125732422
17940,MARGO_2537,0,Box,20.117,117.38,1727.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,378.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,68.0,1.0,0.0,48.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,27.0,49.0,4.0,3.0,1.0,14.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,26.019495010375977
17941,MARGO_2538,0,Box,21.515,118.48,2201.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,289.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,62.0,0.0,0.0,0.0,26.0,1.0,4.0,0.0,32.0,41.0,1.0,9.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,25.427928924560547
17942,MARGO_2539,0,Box,19.33,113.2,329.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,756.0,0.0,0.0,2.0,0.0,26.0,9.0,7.0,0.0,0.0,0.0,22.0,110.0,26.0,0.0,19.0,0.0,0.0,0.0,127.0,0.0,13.0,0.0,181.0,77.0,6.0,12.0,1.0,17.0,12.0,0.0,0.0,0.0,16.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,26.0340633392334
17943,MARGO_2540,0,Box,18.95,113.55,917.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,423.0,0.0,0.0,0.0,1.0,24.0,8.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,29.0,0.0,0.0,0.0,26.0,2.0,8.0,0.0,106.0,44.0,5.0,10.0,0.0,21.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,26.40399932861328
17944,MARGO_2541,0,Box,18.658,113.64,1217.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,340.0,0.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,14.0,0.0,0.0,0.0,36.0,1.0,7.0,0.0,98.0,43.0,1.0,3.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,26.40399932861328
17945,MARGO_2542,0,Box,18.127,113.78,2403.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,417.0,0.0,0.0,0.0,0.0,52.0,2.0,5.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,66.0,0.0,0.0,0.0,30.0,0.0,14.0,0.0,30.0,51.0,3.0,8.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,26.40399932861328
17948,MARGO_2543,0,Box,16.708,114.9,2855.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,340.0,0.0,0.0,0.0,0.0,74.0,0.0,3.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,44.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,24.0,43.0,0.0,4.0,7.0,18.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,27.165157318115234
17949,MARGO_2544,0,Box,17.348,115.17,2197.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,318.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,31.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,43.0,50.0,1.0,7.0,3.0,16.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,26.91225814819336
17950,MARGO_2545,0,Box,16.093,112.9,1865.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,345.0,0.0,0.0,0.0,0.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,90.0,73.0,7.0,8.0,3.0,19.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,26.975095748901367
17951,MARGO_2546,0,Box,16.288,113.41,2341.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,359.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,1.0,3.0,0.0,65.0,80.0,3.0,3.0,2.0,23.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,27.083566665649414
17954,MARGO_2547,0,Box,14.758,111.53,1515.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,329.0,0.0,0.0,0.0,0.0,37.0,2.0,1.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,46.0,73.0,4.0,9.0,3.0,17.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,27.114322662353516
17957,MARGO_2548,0,Box,10.898,115.31,2198.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,272.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,84.0,10.0,7.0,1.0,20.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,28.067556381225586
17958,MARGO_2549,0,Box,11.622,115.08,2585.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete",64,1,,295.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,44.0,83.0,1.0,14.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,27.982141494750977
17959,MARGO_2550,0,Box,11.138,115.29,1959.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,641.0,0.0,0.0,0.0,0.0,39.0,14.0,2.0,1.0,0.0,0.0,1.0,67.0,0.0,0.0,25.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,196.0,113.0,9.0,17.0,2.0,43.0,17.0,0.0,0.0,0.0,1.0,2.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,27.982141494750977
17960,MARGO_2551,0,Box,10.12,115.56,1711.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,missing count data set to zero as sample is assumed to be complete,64,1,,497.0,0.0,0.0,0.0,0.0,24.0,13.0,1.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0,18.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0,155.0,92.0,4.0,14.0,2.0,36.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,28.067556381225586
17961,MARGO_2552,0,Box,8.507,112.33,1794.0,49.0,0.0,0.01,0.005,Pflaumann and Jian,Mar Geol,1999,doi: 10.1016/S0025-3227(98)00173-X,doi:10.1594/PANGAEA.227323,G. truncatulinoides subspecies set to N/A,64,1,,400.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,78.0,102.0,1.0,13.0,1.0,34.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,28.016788482666016
