Event,Latitude,Longitude,Elevation,Depth sed,total,Species,Relative Abundance
V25-75,8.583,-53.17,-2743,1.2,99.9,G. bulloides,0.061
V25-75,8.583,-53.17,-2743,1.2,99.9,G. falconensis,0.007
V25-75,8.583,-53.17,-2743,1.2,99.9,B. digitata,0.004
V25-75,8.583,-53.17,-2743,1.2,99.9,G. rubescens,0.004
V25-75,8.583,-53.17,-2743,1.2,99.9,T. quinqueloba,0.004
V25-75,8.583,-53.17,-2743,1.2,99.9,N. pachyderma,0.013
V25-75,8.583,-53.17,-2743,1.2,99.9,N. incompta,0.002
V25-75,8.583,-53.17,-2743,1.2,99.9,N. dutertrei,0.07
V25-75,8.583,-53.17,-2743,1.2,99.9,G. conglomerata,0
V25-75,8.583,-53.17,-2743,1.2,99.9,G. hexagonus,0
V25-75,8.583,-53.17,-2743,1.2,99.9,P. obliquiloculata,0
V25-75,8.583,-53.17,-2743,1.2,99.9,G. inflata,0
V25-75,8.583,-53.17,-2743,1.2,99.9,G. crassaformis,0.007
V25-75,8.583,-53.17,-2743,1.2,99.9,G. hirsuta,0
V25-75,8.583,-53.17,-2743,1.2,99.9,G. scitula,0.053
V25-75,8.583,-53.17,-2743,1.2,99.9,G. glutinata,0
V25-75,8.583,-53.17,-2743,1.2,99.9,G. truncatulinoides,0.024
V26-104,-0.083,-41.78,-3864,1.5,100.1,O. universa,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. conglobatus,0.019
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. ruber albus,0.349
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. tenellus,0.002
V26-104,-0.083,-41.78,-3864,1.5,100.1,T. sacculifer,0.19
V26-104,-0.083,-41.78,-3864,1.5,100.1,S. dehiscens,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. siphonifera,0.012
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. calida,0.002
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. bulloides,0.004
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. falconensis,0.006
V26-104,-0.083,-41.78,-3864,1.5,100.1,B. digitata,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. rubescens,0.025
V26-104,-0.083,-41.78,-3864,1.5,100.1,T. quinqueloba,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,N. pachyderma,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,N. incompta,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,N. dutertrei,0.128
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. conglomerata,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. hexagonus,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,P. obliquiloculata,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. inflata,0.006
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. crassaformis,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. hirsuta,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. scitula,0.167
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. glutinata,0
V26-104,-0.083,-41.78,-3864,1.5,100.1,G. truncatulinoides,0.091
V26-104,-0.083,-41.78,-3864,1.55,99.9,O. universa,0.003
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. conglobatus,0.006
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. ruber albus,0.428
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. tenellus,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,T. sacculifer,0.203
V26-104,-0.083,-41.78,-3864,1.55,99.9,S. dehiscens,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. siphonifera,0.009
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. calida,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. bulloides,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. falconensis,0.009
V26-104,-0.083,-41.78,-3864,1.55,99.9,B. digitata,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. rubescens,0.009
V26-104,-0.083,-41.78,-3864,1.55,99.9,T. quinqueloba,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,N. pachyderma,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,N. incompta,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,N. dutertrei,0.102
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. conglomerata,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. hexagonus,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,P. obliquiloculata,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. inflata,0.009
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. crassaformis,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. hirsuta,0.003
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. scitula,0.12
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. glutinata,0
V26-104,-0.083,-41.78,-3864,1.55,99.9,G. truncatulinoides,0.098
V26-107,4.683,-46.87,-3224,1,100,O. universa,0
V26-107,4.683,-46.87,-3224,1,100,G. conglobatus,0.01
V26-107,4.683,-46.87,-3224,1,100,G. ruber albus,0.348
V26-107,4.683,-46.87,-3224,1,100,G. tenellus,0.005
V26-107,4.683,-46.87,-3224,1,100,T. sacculifer,0.163
V26-107,4.683,-46.87,-3224,1,100,S. dehiscens,0
V26-107,4.683,-46.87,-3224,1,100,G. siphonifera,0.037
V26-107,4.683,-46.87,-3224,1,100,G. calida,0.005
V26-107,4.683,-46.87,-3224,1,100,G. bulloides,0.005
V26-107,4.683,-46.87,-3224,1,100,G. falconensis,0
V26-107,4.683,-46.87,-3224,1,100,B. digitata,0
V26-107,4.683,-46.87,-3224,1,100,G. rubescens,0.049
V26-107,4.683,-46.87,-3224,1,100,T. quinqueloba,0
V26-107,4.683,-46.87,-3224,1,100,N. pachyderma,0
V26-107,4.683,-46.87,-3224,1,100,N. incompta,0.01
V26-107,4.683,-46.87,-3224,1,100,N. dutertrei,0.059
V26-107,4.683,-46.87,-3224,1,100,G. conglomerata,0
V26-107,4.683,-46.87,-3224,1,100,G. hexagonus,0
V26-107,4.683,-46.87,-3224,1,100,P. obliquiloculata,0.121
V26-107,4.683,-46.87,-3224,1,100,G. inflata,0
V26-107,4.683,-46.87,-3224,1,100,G. crassaformis,0
V26-107,4.683,-46.87,-3224,1,100,G. hirsuta,0.005
V26-107,4.683,-46.87,-3224,1,100,G. scitula,0.106
V26-107,4.683,-46.87,-3224,1,100,G. glutinata,0
V26-107,4.683,-46.87,-3224,1,100,G. truncatulinoides,0.077
V26-41,19.333,-26.12,-4341,0.42,99.8,O. universa,0.041
V26-41,19.333,-26.12,-4341,0.42,99.8,G. conglobatus,0.002
V26-41,19.333,-26.12,-4341,0.42,99.8,G. ruber albus,0.134
V26-41,19.333,-26.12,-4341,0.42,99.8,G. tenellus,0.012
V26-41,19.333,-26.12,-4341,0.42,99.8,T. sacculifer,0.107
V26-41,19.333,-26.12,-4341,0.42,99.8,S. dehiscens,0
V26-41,19.333,-26.12,-4341,0.42,99.8,G. siphonifera,0.017
V26-41,19.333,-26.12,-4341,0.42,99.8,G. calida,0.029
V26-41,19.333,-26.12,-4341,0.42,99.8,G. bulloides,0.051
V26-41,19.333,-26.12,-4341,0.42,99.8,G. falconensis,0.08
V26-41,19.333,-26.12,-4341,0.42,99.8,B. digitata,0.005
V26-41,19.333,-26.12,-4341,0.42,99.8,G. rubescens,0.012
V26-41,19.333,-26.12,-4341,0.42,99.8,T. quinqueloba,0
V26-41,19.333,-26.12,-4341,0.42,99.8,N. pachyderma,0.012
V26-41,19.333,-26.12,-4341,0.42,99.8,N. incompta,0.083
V26-41,19.333,-26.12,-4341,0.42,99.8,N. dutertrei,0.207
V26-41,19.333,-26.12,-4341,0.42,99.8,G. conglomerata,0
V26-41,19.333,-26.12,-4341,0.42,99.8,G. hexagonus,0
V26-41,19.333,-26.12,-4341,0.42,99.8,P. obliquiloculata,0
V26-41,19.333,-26.12,-4341,0.42,99.8,G. inflata,0.097
V26-41,19.333,-26.12,-4341,0.42,99.8,G. crassaformis,0.002
V26-41,19.333,-26.12,-4341,0.42,99.8,G. hirsuta,0.005
V26-41,19.333,-26.12,-4341,0.42,99.8,G. scitula,0.085
V26-41,19.333,-26.12,-4341,0.42,99.8,G. glutinata,0
V26-41,19.333,-26.12,-4341,0.42,99.8,G. truncatulinoides,0.017
V26-41,19.333,-26.12,-4341,0.43,99.9,O. universa,0.016
V26-41,19.333,-26.12,-4341,0.43,99.9,G. conglobatus,0.003
V26-41,19.333,-26.12,-4341,0.43,99.9,G. ruber albus,0.177
V26-41,19.333,-26.12,-4341,0.43,99.9,G. tenellus,0.003
V26-41,19.333,-26.12,-4341,0.43,99.9,T. sacculifer,0.13
V26-41,19.333,-26.12,-4341,0.43,99.9,S. dehiscens,0
V26-41,19.333,-26.12,-4341,0.43,99.9,G. siphonifera,0.003
V26-41,19.333,-26.12,-4341,0.43,99.9,G. calida,0.019
V26-41,19.333,-26.12,-4341,0.43,99.9,G. bulloides,0.054
V26-41,19.333,-26.12,-4341,0.43,99.9,G. falconensis,0.047
V26-41,19.333,-26.12,-4341,0.43,99.9,B. digitata,0
V26-41,19.333,-26.12,-4341,0.43,99.9,G. rubescens,0.003
V26-41,19.333,-26.12,-4341,0.43,99.9,T. quinqueloba,0
V26-41,19.333,-26.12,-4341,0.43,99.9,N. pachyderma,0.006
V26-41,19.333,-26.12,-4341,0.43,99.9,N. incompta,0.104
V26-41,19.333,-26.12,-4341,0.43,99.9,N. dutertrei,0.209
V26-41,19.333,-26.12,-4341,0.43,99.9,G. conglomerata,0
V26-41,19.333,-26.12,-4341,0.43,99.9,G. hexagonus,0
V26-41,19.333,-26.12,-4341,0.43,99.9,P. obliquiloculata,0
V26-41,19.333,-26.12,-4341,0.43,99.9,G. inflata,0.146
V26-41,19.333,-26.12,-4341,0.43,99.9,G. crassaformis,0.006
V26-41,19.333,-26.12,-4341,0.43,99.9,G. hirsuta,0.003
V26-41,19.333,-26.12,-4341,0.43,99.9,G. scitula,0.054
V26-41,19.333,-26.12,-4341,0.43,99.9,G. glutinata,0
V26-41,19.333,-26.12,-4341,0.43,99.9,G. truncatulinoides,0.016
V26-46,9.567,-18.18,-2898,0.45,100.1,O. universa,0.015
V26-46,9.567,-18.18,-2898,0.45,100.1,G. conglobatus,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. ruber albus,0.23
V26-46,9.567,-18.18,-2898,0.45,100.1,G. tenellus,0.004
V26-46,9.567,-18.18,-2898,0.45,100.1,T. sacculifer,0.092
V26-46,9.567,-18.18,-2898,0.45,100.1,S. dehiscens,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. siphonifera,0.008
V26-46,9.567,-18.18,-2898,0.45,100.1,G. calida,0.008
V26-46,9.567,-18.18,-2898,0.45,100.1,G. bulloides,0.031
V26-46,9.567,-18.18,-2898,0.45,100.1,G. falconensis,0.023
V26-46,9.567,-18.18,-2898,0.45,100.1,B. digitata,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. rubescens,0.011
V26-46,9.567,-18.18,-2898,0.45,100.1,T. quinqueloba,0
V26-46,9.567,-18.18,-2898,0.45,100.1,N. pachyderma,0.004
V26-46,9.567,-18.18,-2898,0.45,100.1,N. incompta,0.05
V26-46,9.567,-18.18,-2898,0.45,100.1,N. dutertrei,0.257
V26-46,9.567,-18.18,-2898,0.45,100.1,G. conglomerata,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. hexagonus,0
V26-46,9.567,-18.18,-2898,0.45,100.1,P. obliquiloculata,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. inflata,0.211
V26-46,9.567,-18.18,-2898,0.45,100.1,G. crassaformis,0.019
V26-46,9.567,-18.18,-2898,0.45,100.1,G. hirsuta,0.015
V26-46,9.567,-18.18,-2898,0.45,100.1,G. scitula,0.023
V26-46,9.567,-18.18,-2898,0.45,100.1,G. glutinata,0
V26-46,9.567,-18.18,-2898,0.45,100.1,G. truncatulinoides,0
V26-46,9.567,-18.18,-2898,0.45,100.6,O. universa,0.023
V26-46,9.567,-18.18,-2898,0.45,100.6,G. conglobatus,0
V26-46,9.567,-18.18,-2898,0.45,100.6,G. ruber albus,0.188
V26-46,9.567,-18.18,-2898,0.45,100.6,G. tenellus,0
V26-46,9.567,-18.18,-2898,0.45,100.6,T. sacculifer,0.128
V26-46,9.567,-18.18,-2898,0.45,100.6,S. dehiscens,0
V26-46,9.567,-18.18,-2898,0.45,100.6,G. siphonifera,0.01
V26-46,9.567,-18.18,-2898,0.45,100.6,G. calida,0.015
V26-46,9.567,-18.18,-2898,0.45,100.6,G. bulloides,0.028
V26-46,9.567,-18.18,-2898,0.45,100.6,G. falconensis,0.018
V26-46,9.567,-18.18,-2898,0.45,100.6,B. digitata,0.008
V26-46,9.567,-18.18,-2898,0.45,100.6,G. rubescens,0.018
V26-46,9.567,-18.18,-2898,0.45,100.6,T. quinqueloba,0.003
V26-46,9.567,-18.18,-2898,0.45,100.6,N. pachyderma,0
V26-46,9.567,-18.18,-2898,0.45,100.6,N. incompta,0.058
V26-46,9.567,-18.18,-2898,0.45,100.6,N. dutertrei,0.275
V26-46,9.567,-18.18,-2898,0.45,100.6,G. conglomerata,0
V26-46,9.567,-18.18,-2898,0.45,100.6,G. hexagonus,0
V26-46,9.567,-18.18,-2898,0.45,100.6,P. obliquiloculata,0
V26-46,9.567,-18.18,-2898,0.45,100.6,G. inflata,0.17
V26-46,9.567,-18.18,-2898,0.45,100.6,G. crassaformis,0.038
V26-46,9.567,-18.18,-2898,0.45,100.6,G. hirsuta,0.008
V26-46,9.567,-18.18,-2898,0.45,100.6,G. scitula,0.018
V26-46,9.567,-18.18,-2898,0.45,100.6,G. glutinata,0
V26-46,9.567,-18.18,-2898,0.45,100.6,G. truncatulinoides,0
V26-53,0.3,-14.8,-4323,0.5,100,O. universa,0
V26-53,0.3,-14.8,-4323,0.5,100,G. conglobatus,0
V26-53,0.3,-14.8,-4323,0.5,100,G. ruber albus,0.011
V26-53,0.3,-14.8,-4323,0.5,100,G. tenellus,0
V26-53,0.3,-14.8,-4323,0.5,100,T. sacculifer,0.069
V26-53,0.3,-14.8,-4323,0.5,100,S. dehiscens,0
V26-53,0.3,-14.8,-4323,0.5,100,G. siphonifera,0.007
V26-53,0.3,-14.8,-4323,0.5,100,G. calida,0
V26-53,0.3,-14.8,-4323,0.5,100,G. bulloides,0.002
V26-53,0.3,-14.8,-4323,0.5,100,G. falconensis,0
V26-53,0.3,-14.8,-4323,0.5,100,B. digitata,0.007
V26-53,0.3,-14.8,-4323,0.5,100,G. rubescens,0
V26-53,0.3,-14.8,-4323,0.5,100,T. quinqueloba,0
V26-53,0.3,-14.8,-4323,0.5,100,N. pachyderma,0
V26-53,0.3,-14.8,-4323,0.5,100,N. incompta,0.002
V26-53,0.3,-14.8,-4323,0.5,100,N. dutertrei,0.748
V26-53,0.3,-14.8,-4323,0.5,100,G. conglomerata,0
V26-53,0.3,-14.8,-4323,0.5,100,G. hexagonus,0
V26-53,0.3,-14.8,-4323,0.5,100,P. obliquiloculata,0
V26-53,0.3,-14.8,-4323,0.5,100,G. inflata,0.007
V26-53,0.3,-14.8,-4323,0.5,100,G. crassaformis,0.102
V26-53,0.3,-14.8,-4323,0.5,100,G. hirsuta,0.004
V26-53,0.3,-14.8,-4323,0.5,100,G. scitula,0.024
V26-53,0.3,-14.8,-4323,0.5,100,G. glutinata,0
V26-53,0.3,-14.8,-4323,0.5,100,G. truncatulinoides,0.017
V26-63,-23.97,-37.95,-3619,0.3,99.7,O. universa,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. conglobatus,0.002
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. ruber albus,0.541
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. tenellus,0.027
V26-63,-23.97,-37.95,-3619,0.3,99.7,T. sacculifer,0.037
V26-63,-23.97,-37.95,-3619,0.3,99.7,S. dehiscens,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. siphonifera,0.005
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. calida,0.005
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. bulloides,0.027
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. falconensis,0.022
V26-63,-23.97,-37.95,-3619,0.3,99.7,B. digitata,0.005
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. rubescens,0.01
V26-63,-23.97,-37.95,-3619,0.3,99.7,T. quinqueloba,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,N. pachyderma,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,N. incompta,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,N. dutertrei,0.007
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. conglomerata,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. hexagonus,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,P. obliquiloculata,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. inflata,0.084
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. crassaformis,0
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. hirsuta,0.01
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. scitula,0.171
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. glutinata,0.007
V26-63,-23.97,-37.95,-3619,0.3,99.7,G. truncatulinoides,0.037
V26-82,-27.77,-37.25,-3878,0.2,100.3,O. universa,0.003
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. conglobatus,0.02
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. ruber albus,0.449
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. tenellus,0.02
V26-82,-27.77,-37.25,-3878,0.2,100.3,T. sacculifer,0.053
V26-82,-27.77,-37.25,-3878,0.2,100.3,S. dehiscens,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. siphonifera,0.03
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. calida,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. bulloides,0.025
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. falconensis,0.025
V26-82,-27.77,-37.25,-3878,0.2,100.3,B. digitata,0.003
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. rubescens,0.023
V26-82,-27.77,-37.25,-3878,0.2,100.3,T. quinqueloba,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,N. pachyderma,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,N. incompta,0.015
V26-82,-27.77,-37.25,-3878,0.2,100.3,N. dutertrei,0.008
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. conglomerata,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. hexagonus,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,P. obliquiloculata,0
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. inflata,0.083
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. crassaformis,0.005
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. hirsuta,0.035
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. scitula,0.148
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. glutinata,0.008
V26-82,-27.77,-37.25,-3878,0.2,100.3,G. truncatulinoides,0.05
V27-110,56.9,-18.5,-1264,0.47,100,O. universa,0
V27-110,56.9,-18.5,-1264,0.47,100,G. conglobatus,0
V27-110,56.9,-18.5,-1264,0.47,100,G. ruber albus,0
V27-110,56.9,-18.5,-1264,0.47,100,G. tenellus,0
V27-110,56.9,-18.5,-1264,0.47,100,T. sacculifer,0
V27-110,56.9,-18.5,-1264,0.47,100,S. dehiscens,0
V27-110,56.9,-18.5,-1264,0.47,100,G. siphonifera,0
V27-110,56.9,-18.5,-1264,0.47,100,G. calida,0
V27-110,56.9,-18.5,-1264,0.47,100,G. bulloides,0.024
V27-110,56.9,-18.5,-1264,0.47,100,G. falconensis,0
V27-110,56.9,-18.5,-1264,0.47,100,B. digitata,0
V27-110,56.9,-18.5,-1264,0.47,100,G. rubescens,0
V27-110,56.9,-18.5,-1264,0.47,100,T. quinqueloba,0.051
V27-110,56.9,-18.5,-1264,0.47,100,N. pachyderma,0.847
V27-110,56.9,-18.5,-1264,0.47,100,N. incompta,0.034
V27-110,56.9,-18.5,-1264,0.47,100,N. dutertrei,0
V27-110,56.9,-18.5,-1264,0.47,100,G. conglomerata,0
V27-110,56.9,-18.5,-1264,0.47,100,G. hexagonus,0
V27-110,56.9,-18.5,-1264,0.47,100,P. obliquiloculata,0
V27-110,56.9,-18.5,-1264,0.47,100,G. inflata,0.01
V27-110,56.9,-18.5,-1264,0.47,100,G. crassaformis,0
V27-110,56.9,-18.5,-1264,0.47,100,G. hirsuta,0.002
V27-110,56.9,-18.5,-1264,0.47,100,G. scitula,0.032
V27-110,56.9,-18.5,-1264,0.47,100,G. glutinata,0
V27-110,56.9,-18.5,-1264,0.47,100,G. truncatulinoides,0
V27-116,52.833,-30.33,-3202,0.6,100.1,O. universa,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. conglobatus,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. ruber albus,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. tenellus,0
V27-116,52.833,-30.33,-3202,0.6,100.1,T. sacculifer,0
V27-116,52.833,-30.33,-3202,0.6,100.1,S. dehiscens,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. siphonifera,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. calida,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. bulloides,0.019
V27-116,52.833,-30.33,-3202,0.6,100.1,G. falconensis,0
V27-116,52.833,-30.33,-3202,0.6,100.1,B. digitata,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. rubescens,0
V27-116,52.833,-30.33,-3202,0.6,100.1,T. quinqueloba,0.027
V27-116,52.833,-30.33,-3202,0.6,100.1,N. pachyderma,0.909
V27-116,52.833,-30.33,-3202,0.6,100.1,N. incompta,0.027
V27-116,52.833,-30.33,-3202,0.6,100.1,N. dutertrei,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. conglomerata,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. hexagonus,0
V27-116,52.833,-30.33,-3202,0.6,100.1,P. obliquiloculata,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. inflata,0.003
V27-116,52.833,-30.33,-3202,0.6,100.1,G. crassaformis,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. hirsuta,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. scitula,0.016
V27-116,52.833,-30.33,-3202,0.6,100.1,G. glutinata,0
V27-116,52.833,-30.33,-3202,0.6,100.1,G. truncatulinoides,0
V27-137,42.7,-17.07,-4883,0.4,100.1,O. universa,0.008
V27-137,42.7,-17.07,-4883,0.4,100.1,G. conglobatus,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. ruber albus,0.005
V27-137,42.7,-17.07,-4883,0.4,100.1,G. tenellus,0
V27-137,42.7,-17.07,-4883,0.4,100.1,T. sacculifer,0
V27-137,42.7,-17.07,-4883,0.4,100.1,S. dehiscens,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. siphonifera,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. calida,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. bulloides,0.108
V27-137,42.7,-17.07,-4883,0.4,100.1,G. falconensis,0.005
V27-137,42.7,-17.07,-4883,0.4,100.1,B. digitata,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. rubescens,0
V27-137,42.7,-17.07,-4883,0.4,100.1,T. quinqueloba,0.003
V27-137,42.7,-17.07,-4883,0.4,100.1,N. pachyderma,0.712
V27-137,42.7,-17.07,-4883,0.4,100.1,N. incompta,0.059
V27-137,42.7,-17.07,-4883,0.4,100.1,N. dutertrei,0.01
V27-137,42.7,-17.07,-4883,0.4,100.1,G. conglomerata,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. hexagonus,0
V27-137,42.7,-17.07,-4883,0.4,100.1,P. obliquiloculata,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. inflata,0.08
V27-137,42.7,-17.07,-4883,0.4,100.1,G. crassaformis,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. hirsuta,0
V27-137,42.7,-17.07,-4883,0.4,100.1,G. scitula,0.008
V27-137,42.7,-17.07,-4883,0.4,100.1,G. glutinata,0.003
V27-137,42.7,-17.07,-4883,0.4,100.1,G. truncatulinoides,0
V27-17,50.1,-37.3,-2165,0.35,100,O. universa,0
V27-17,50.1,-37.3,-2165,0.35,100,G. conglobatus,0
V27-17,50.1,-37.3,-2165,0.35,100,G. ruber albus,0
V27-17,50.1,-37.3,-2165,0.35,100,G. tenellus,0
V27-17,50.1,-37.3,-2165,0.35,100,T. sacculifer,0
V27-17,50.1,-37.3,-2165,0.35,100,S. dehiscens,0
V27-17,50.1,-37.3,-2165,0.35,100,G. siphonifera,0
V27-17,50.1,-37.3,-2165,0.35,100,G. calida,0
V27-17,50.1,-37.3,-2165,0.35,100,G. bulloides,0
V27-17,50.1,-37.3,-2165,0.35,100,G. falconensis,0
V27-17,50.1,-37.3,-2165,0.35,100,B. digitata,0
V27-17,50.1,-37.3,-2165,0.35,100,G. rubescens,0
V27-17,50.1,-37.3,-2165,0.35,100,T. quinqueloba,0
V27-17,50.1,-37.3,-2165,0.35,100,N. pachyderma,0.988
V27-17,50.1,-37.3,-2165,0.35,100,N. incompta,0.009
V27-17,50.1,-37.3,-2165,0.35,100,N. dutertrei,0
V27-17,50.1,-37.3,-2165,0.35,100,G. conglomerata,0
V27-17,50.1,-37.3,-2165,0.35,100,G. hexagonus,0
V27-17,50.1,-37.3,-2165,0.35,100,P. obliquiloculata,0
V27-17,50.1,-37.3,-2165,0.35,100,G. inflata,0.003
V27-17,50.1,-37.3,-2165,0.35,100,G. crassaformis,0
V27-17,50.1,-37.3,-2165,0.35,100,G. hirsuta,0
V27-17,50.1,-37.3,-2165,0.35,100,G. scitula,0
V27-17,50.1,-37.3,-2165,0.35,100,G. glutinata,0
V27-17,50.1,-37.3,-2165,0.35,100,G. truncatulinoides,0
V27-175,8.8,-22.12,-4548,0.5,99.7,O. universa,0.007
V27-175,8.8,-22.12,-4548,0.5,99.7,G. conglobatus,0.017
V27-175,8.8,-22.12,-4548,0.5,99.7,G. ruber albus,0.108
V27-175,8.8,-22.12,-4548,0.5,99.7,G. tenellus,0
V27-175,8.8,-22.12,-4548,0.5,99.7,T. sacculifer,0.253
V27-175,8.8,-22.12,-4548,0.5,99.7,S. dehiscens,0
V27-175,8.8,-22.12,-4548,0.5,99.7,G. siphonifera,0.007
V27-175,8.8,-22.12,-4548,0.5,99.7,G. calida,0.02
V27-175,8.8,-22.12,-4548,0.5,99.7,G. bulloides,0
V27-175,8.8,-22.12,-4548,0.5,99.7,G. falconensis,0
V27-175,8.8,-22.12,-4548,0.5,99.7,B. digitata,0
V27-175,8.8,-22.12,-4548,0.5,99.7,G. rubescens,0
V27-175,8.8,-22.12,-4548,0.5,99.7,T. quinqueloba,0
V27-175,8.8,-22.12,-4548,0.5,99.7,N. pachyderma,0
V27-175,8.8,-22.12,-4548,0.5,99.7,N. incompta,0.02
V27-175,8.8,-22.12,-4548,0.5,99.7,N. dutertrei,0.361
V27-175,8.8,-22.12,-4548,0.5,99.7,G. conglomerata,0
V27-175,8.8,-22.12,-4548,0.5,99.7,G. hexagonus,0
V27-175,8.8,-22.12,-4548,0.5,99.7,P. obliquiloculata,0.01
